orderId,guid,name,eun,manufacturer,catalogueNumber,serialNumber,qunatity,link,import,Procured for (from DL),systemGuid
21950059,78c30713-d6d2-4c86-a888-decc07e304f7,"APAW - Achromatic Half waveplate, outer diameter 40 mm, custom wavelength range 650-950 nm, center w",21060075,Astropribor,,,1,order,,, 
21950061,575326a4-f70c-4622-a167-593a0da761e0,Set of 10 squared (50.8x50.8x20.0mm) HR mirrors for 1040-1080nm,21060144,CRYTUR,,,1,order,,, 
21950067,2251b1c8-8ab8-4cdb-b306-e64c11aaea75,"L-18701 Dielectric mirror HR515 s+p, 65x45x15 ",21060279,Laseroptik,,,1,order,n,, 
21950067,2251b1c8-8ab8-4cdb-b306-e64c11aaea75,"L-18701 Dielectric mirror HR515 s+p, 65x45x15 ",21060285,Laseroptik,,,1,order,n,, 
21950067,2251b1c8-8ab8-4cdb-b306-e64c11aaea75,"L-18701 Dielectric mirror HR515 s+p, 65x45x15 ",21060284,Laseroptik,,,1,order,n,, 
21950067,2251b1c8-8ab8-4cdb-b306-e64c11aaea75,"L-18701 Dielectric mirror HR515 s+p, 65x45x15 ",21060286,Laseroptik,,,1,order,n,, 
21950068,bc067748-7ff4-4e6b-8d47-46d307b9acd7,"L-18702 dichroic dielectric mirror, IAD coating, HR515+HT1030, 65x46x15 mm ",21110111,Laseroptik,,,1,order,,, 
21950068,bc067748-7ff4-4e6b-8d47-46d307b9acd7,"S-08934 spare fused silica substrates, uncoated, 65x46x15 ",21110110,Laseroptik,,,1,order,,, 
21950068,bc067748-7ff4-4e6b-8d47-46d307b9acd7,"S-08934 spare fused silica substrates, uncoated, 65x46x15 ",21110112,Laseroptik,,,1,order,,, 
21950068,bc067748-7ff4-4e6b-8d47-46d307b9acd7,"S-08934 spare fused silica substrates, uncoated, 65x46x15 ",21110113,Laseroptik,,,1,order,,, 
21950070,e19f4d9c-d83d-4cc8-a0b9-0e81fa84e6ab,26428-KA01-000,21060312,Kurt J. Lesker,,26428-KA01-000,1,order,,, 
21950071,3379cce7-167e-4704-95f3-8b487e76592c,8 channel digital delay generator model DG645 ,21070021,Stanford Research Systems,,,1,order,,, 
21950072,11e8c249-6de2-46a4-a2f0-8507db323c62,12 Axis Ethernet Controller 8SMC5-M-ETH/RS232-B19x3-12 ,21070050,Safibra,,,1,order,,, 
21950074,324538ac-b558-433d-832f-d3e00ea669e9,Spare/replacement phosphor screen ,21070106,Photek Ltd,,,1,order,,, 
21950074,324538ac-b558-433d-832f-d3e00ea669e9,VID275 detector ,21070107,Photek Ltd,,,1,order,,, 
21950075,cd2e8409-3071-48f1-ac15-d0100a0912c0,"L-220.02A200V6 High-resolution linear actuator, stepper motor with gearhead, 26 mm (1"") travel range",21070146,Optixs,,,1,order,,, 
21950075,cd2e8409-3071-48f1-ac15-d0100a0912c0,"L-220.02A200V6 High-resolution linear actuator, stepper motor with gearhead, 26 mm (1"") travel range",21070144,Optixs,,,1,order,,, 
21950075,cd2e8409-3071-48f1-ac15-d0100a0912c0,"L-220.02A200V6 High-resolution linear actuator, stepper motor with gearhead, 26 mm (1"") travel range",21070145,Optixs,,,1,order,,, 
21950075,cd2e8409-3071-48f1-ac15-d0100a0912c0,"L-220.02A200V6 High-resolution linear actuator, stepper motor with gearhead, 26 mm (1"") travel range",21070143,Optixs,,,1,order,,, 
21950076,3a63c25b-5dbd-479e-9e02-e9127295f2c2,E0022572:Manta G-235B PoE ,21080012,KVANT,,,1,order,,, 
21950076,3a63c25b-5dbd-479e-9e02-e9127295f2c2,E0022572:Manta G-235B PoE ,21080011,KVANT,,,1,order,,, 
21950076,3a63c25b-5dbd-479e-9e02-e9127295f2c2,E0022573:Manta G-235C PoE ,21080010,KVANT,,,1,order,,, 
21950076,3a63c25b-5dbd-479e-9e02-e9127295f2c2,E0022573:Manta G-235C PoE ,21080009,KVANT,,,1,order,,, 
21950078,d00ffc7f-12bd-452d-b155-4e35e5f79440,AR coated Large Wedge Window W2-LW-1-7010-UV-750-850-60S * Material: C7980UV-1D * Diameter :177.8mm ,21080005,KOREA ELECTRO OPTCS,,,1,order,,23) E1/PXS,5615d496-afc4-465a-ab49-fee552ee0015
21950079,1827e9cd-1d51-492f-a073-4bb4083affe4,"BB1-E03-10 - diam. 1"" Broadband Dielectric Mirror 750 - 1100 nm 10 Pack ",21080004,Optixs,,,1,order,,, 
21950081,ad05dad1-5be0-40c4-ac48-95538ce9c7f9,Heinzinger HVS150 incl. 10m HVC150 ,21080071,Heinzinger electronic GmbH ,,,1,order,,, 
21950081,ad05dad1-5be0-40c4-ac48-95538ce9c7f9,Heinzinger HVS150 incl. 10m HVC150 ,21080070,Heinzinger electronic GmbH ,,,1,order,,, 
21950083,574cf9fd-6dab-4450-8566-d0fb894d14cc,"P/N 25-167 - VACUUM TUBE ASSY, 1"" X 18.6"" LENGTH ",21090030,Northrop Grumman International Trading,,,1,order,,, 
21950084,df52ddc2-1fb3-4665-99b5-b802c181f3b6,AR coated windows (AR) d60x5,21090142,Altechna,,,1,order,,, 
21950084,df52ddc2-1fb3-4665-99b5-b802c181f3b6,AR coated windows (AR) d60x5,21090140,Altechna,,,1,order,,, 
21950084,df52ddc2-1fb3-4665-99b5-b802c181f3b6,AR coated windows (AR) d60x5,21090141,Altechna,,,1,order,,, 
21950084,df52ddc2-1fb3-4665-99b5-b802c181f3b6,AR coated windows (AR) d60x5,21090139,Altechna,,,1,order,,, 
21950084,df52ddc2-1fb3-4665-99b5-b802c181f3b6,mirror Ã˜50.8x12 HR750-950 +AR750-950,21090134,Altechna,,,1,order,,, 
21950084,df52ddc2-1fb3-4665-99b5-b802c181f3b6,mirror Ã˜50.8x12 HR750-950 +AR750-950,21090133,Altechna,,,1,order,,, 
21950085,2860f2bc-7a20-4c26-9fa9-9b692d4dee9e,ISO-K100 flange with 5x 19-pin MIL-C-26482 feedthroughs ,21090100,Hermetic sealing srl,,,1,order,,, 
21950085,2860f2bc-7a20-4c26-9fa9-9b692d4dee9e,ISO-K100 flange with 5x 19-pin MIL-C-26482 feedthroughs ,21090098,Hermetic sealing srl,,,1,order,,, 
21950085,2860f2bc-7a20-4c26-9fa9-9b692d4dee9e,ISO-K63 with 4x 10-pin MIL-C 26482 feedthroughs ,21090103,Hermetic sealing srl,,,1,order,,, 
21950085,2860f2bc-7a20-4c26-9fa9-9b692d4dee9e,ISO-K63 with 4x 10-pin MIL-C 26482 feedthroughs ,21090105,Hermetic sealing srl,,,1,order,,, 
21950085,2860f2bc-7a20-4c26-9fa9-9b692d4dee9e,ISO-K63 with 4x 10-pin MIL-C 26482 feedthroughs ,21090099,Hermetic sealing srl,,,1,order,,, 
21950085,2860f2bc-7a20-4c26-9fa9-9b692d4dee9e,ISO-K63 with 4x 10-pin MIL-C 26482 feedthroughs ,21090102,Hermetic sealing srl,,,1,order,,, 
21950085,2860f2bc-7a20-4c26-9fa9-9b692d4dee9e,ISO-K63 with 4x 10-pin MIL-C 26482 feedthroughs ,21090104,Hermetic sealing srl,,,1,order,,, 
21950088,a784d2ed-58fe-4424-8174-9dc58335b95a,M-VIS3648-SG4-325NVision IsoStation?; Vibration isolation workstation 900 x 1200mm ,21090342,"MIT, spol. s r.o.",,,1,order,,, 
21950090,7c96fa65-9a98-4255-831e-f708e16d73cf,"HS camera FL3030, 14bit AD, max. line rate 90kHz ",21110372,EntwicklungsbÃ¼ro Stresing,,,1,order,,, 
21950090,7c96fa65-9a98-4255-831e-f708e16d73cf,PCIE- Interface ,21110371,EntwicklungsbÃ¼ro Stresing,,,1,order,,, 
21950091,a3bc9dd6-09e1-45ca-8c55-c44e9fad6770,"Precision Motorized Actuator LTAHLPPV6, travel range 25mm ",21090424,"MIT, spol. s r.o.",,,1,order,,, 
21950091,a3bc9dd6-09e1-45ca-8c55-c44e9fad6770,"Precision Motorized Actuator LTAHLPPV6, travel range 25mm ",21090426,"MIT, spol. s r.o.",,,1,order,,, 
21950092,82820e76-1d00-4527-9bd9-87eb477dade9,4-quadrant detector Si-4QD ,21100029,MRC Systems GmbH,,,1,order,,, 
21950093,37ffc6e2-ff4d-4036-85ce-37fa44c5f878,HPC ECLIPSE,21100247,M Computers,,,1,order,,, 
21950094,9d3f8ab8-2ad5-44b8-9890-e17834fafa50,"System x 16GB TruDDR4 Memory (2Rx4, 1.2V) PC4-17000 CL15 2133MHz LP ",21100127,M Computers,,,1,order,,, 
21950094,9d3f8ab8-2ad5-44b8-9890-e17834fafa50,"System x 16GB TruDDR4 Memory (2Rx4, 1.2V) PC4-17000 CL15 2133MHz LP ",21100133,M Computers,,,1,order,,, 
21950094,9d3f8ab8-2ad5-44b8-9890-e17834fafa50,"System x 16GB TruDDR4 Memory (2Rx4, 1.2V) PC4-17000 CL15 2133MHz LP ",21100132,M Computers,,,1,order,,, 
21950094,9d3f8ab8-2ad5-44b8-9890-e17834fafa50,"System x 16GB TruDDR4 Memory (2Rx4, 1.2V) PC4-17000 CL15 2133MHz LP ",21100134,M Computers,,,1,order,,, 
21950094,9d3f8ab8-2ad5-44b8-9890-e17834fafa50,"System x 16GB TruDDR4 Memory (2Rx4, 1.2V) PC4-17000 CL15 2133MHz LP ",21100131,M Computers,,,1,order,,, 
21950095,da0bc9d1-134f-429e-acb3-a0d6ebde89b1,"EM520M-D-AR1053, 20 mm aperture longitudinal field KD*P Pockels cell in 35 mm housing",21100051,Leysop,,,1,order,,, 
21950095,da0bc9d1-134f-429e-acb3-a0d6ebde89b1,"EM520M-D-AR1053, 20 mm aperture longitudinal field KD*P Pockels cell in 35 mm housing",21100050,Leysop,,,1,order,,, 
21950097,1e0f62e6-e5d6-4d48-8ee4-3f11f26253ae,Smartshell Electro-magnetic Valve ,21100053,Japan Laser Corporation ,,,1,order,,, 
21950097,1e0f62e6-e5d6-4d48-8ee4-3f11f26253ae,Smartshell Electro-magnetic Valve ,21100052,Japan Laser Corporation ,,,1,order,,, 
21950097,1e0f62e6-e5d6-4d48-8ee4-3f11f26253ae,Smartshell Electro-magnetic Valve ,21100053,Japan Laser Corporation ,,,1,order,,, 
21950097,1e0f62e6-e5d6-4d48-8ee4-3f11f26253ae,Smartshell Electro-magnetic Valve ,21100052,Japan Laser Corporation ,,,1,order,,, 
21950098,f982ad93-fc9f-4901-a5b7-fa5545ec55e2,"PM fused fiber coupler, 1053 nm, 5% tap coupling ratio, semi-ruggedised slim housing, 1x2 A grade, 0",21100064,EQ Photonics,FFP-8K5153A0P ,,1,order,,, 
21950098,f982ad93-fc9f-4901-a5b7-fa5545ec55e2,"PM fused fiber coupler, 1053 nm, 50/50 coupling ratio, semi-ruggedised slim housing, 1x2 A grade, 0.",21100065,EQ Photonics,FFP-8K5153A0P ,,1,order,,, 
21950100,d1ffd2ee-679b-4254-9e49-3e4a6b913397,"HECR004-A5-P - Peltier-type chiller, rack-mounted, air-cooled, cooling capacity 400 W ",21100146,SMC,,,1,order,,, 
21950101,6cc395b3-92e4-4018-aadc-9f1cb4bd51c3,"ISO-F-viewport, DN100, glass exchangable ",21100161,VACOM Vakuum Komponenten & Messtechnik GmbH,,,1,order,,, 
21950101,6cc395b3-92e4-4018-aadc-9f1cb4bd51c3,"ISO-F-viewport, DN100, glass exchangable ",21100168,VACOM Vakuum Komponenten & Messtechnik GmbH,,,1,order,,, 
21950101,6cc395b3-92e4-4018-aadc-9f1cb4bd51c3,"ISO-F-viewport, DN100, glass exchangable ",21100171,VACOM Vakuum Komponenten & Messtechnik GmbH,,,1,order,,, 
21950101,6cc395b3-92e4-4018-aadc-9f1cb4bd51c3,"ISO-F-viewport, DN100, glass exchangable ",21100167,VACOM Vakuum Komponenten & Messtechnik GmbH,,,1,order,,, 
21950101,6cc395b3-92e4-4018-aadc-9f1cb4bd51c3,"ISO-F-viewport, DN160, glass exchangable ",21100169,VACOM Vakuum Komponenten & Messtechnik GmbH,,,1,order,,, 
