orderId,guid,name,eun,manufacturer,catalogueNumber,serialNumber,quantity,link,import,Procured for (from DL),systemGuid,
21950011,b5544fa6-a898-4724-acdb-ed46c9c9cc91,30 meter cable ,21020101,Pfeiffer Vacuum Austria GmbH,,,1,order,,, ,
21950011,b5544fa6-a898-4724-acdb-ed46c9c9cc91,TPG 366 MaxiGuage display & control unit + command & control set,21020102,Pfeiffer Vacuum Austria GmbH,,,1,order,,, ,
21950012,78115533-e9fd-4e1c-bcb6-ef8f6581d9ec,"Base plate 1730458,3""-beam height",21020059,TRUMPF Scientific Lasers,1557618,,1,order,,, ,
21950012,e0c2cbfb-7148-492a-aab5-dbbdd7a85e43,"Base plate 1730458,3""-beam height",21020059,TRUMPF Scientific Lasers,1557618,,1,order,,, ,
21950012,78115533-e9fd-4e1c-bcb6-ef8f6581d9ec,Guiding plate long,21020047,TRUMPF Scientific Lasers,1629525,,1,order,,, ,
21950012,78115533-e9fd-4e1c-bcb6-ef8f6581d9ec,Guiding plate short,21020054,TRUMPF Scientific Lasers,1629524,,2,order,,, ,
21950012,78115533-e9fd-4e1c-bcb6-ef8f6581d9ec,Protection Cover w/ SG LLK-A SPL,21020058,TRUMPF Scientific Lasers,1487121,,1,order,,, ,
21950012,78115533-e9fd-4e1c-bcb6-ef8f6581d9ec,Protection Cover w/ SG LLK-A SPL,21020056,TRUMPF Scientific Lasers,1487121,,1,order,,, ,
21950012,78115533-e9fd-4e1c-bcb6-ef8f6581d9ec,Protection Cover w/ SG LLK-A SPL,21020055,TRUMPF Scientific Lasers,1487121,,1,order,,, ,
21950013,2b0502dd-433f-4288-820c-ee37020dc9d6,LTAHLPPV6,21010198,"MIT, spol. s r.o.",,,1,order,,, ,
21950013,2b0502dd-433f-4288-820c-ee37020dc9d6,LTAHLPPV6,21010196,"MIT, spol. s r.o.",,,1,order,,, ,
21950013,2b0502dd-433f-4288-820c-ee37020dc9d6,LTAHLPPV6,21010200,"MIT, spol. s r.o.",,,1,order,,, ,
21950013,200353dd-ae12-4d7e-bbe9-334ee2c77e55,LTAHLPPV6,21010201,"MIT, spol. s r.o.",,,1,order,,, ,
21950014,ac4761ab-c6c3-44b3-81a2-c1f535e5d595,"ET-3500, > 12.5 GHz InGaAs Photodetector",21020251,Electro-optics Tech,,,1,order,,, ,
21950014,ac4761ab-c6c3-44b3-81a2-c1f535e5d595,"ET-3500F, > 12.5 GHz InGaAs Photodetector, with external power supply and fiber with FC/UPC connecto",21020252,Electro-optics Tech,,,1,order,,, ,
21950014,ac4761ab-c6c3-44b3-81a2-c1f535e5d595,"ET-4000, > 12.5 GHz GaAs Photodetector, with external power supply",21020253,Electro-optics Tech,,,1,order,,, ,
21950014,ac4761ab-c6c3-44b3-81a2-c1f535e5d595,"ET-4000F, > 12.5 GHz GaAs Photodetector, with external power supply and fiber with FC/UPC connector",21020250,Electro-optics Tech,,,1,order,,, ,
21950015,5320228a-0f27-44b8-9183-eecbb0ea9d6a,180804022840 - NPort IA5250AI - 2port ,21010089,ELVAC,,,1,order,,, ,tady je spatne cislo objednavky
21950015,0b63e271-bb7c-43a7-906f-5992c636c1b4,Adaptor 40KF 100 ISO-K,21030090,Allectra,460-ISO100-K40,,1,order,y,01) L1,312f17dc-14da-40f7-8dc2-81abf50870c4,
21950015,0b63e271-bb7c-43a7-906f-5992c636c1b4,Adaptor 40KF 100 ISO-K,21030085,Allectra,460-ISO100-K40,,1,order,y,01) L2,312f17dc-14da-40f7-8dc2-81abf50870c4,
21950015,0b63e271-bb7c-43a7-906f-5992c636c1b4,Pressure burst disk on KF40,21030091,Allectra,461-PBD-K40-LP,,1,order,y,01) L3,312f17dc-14da-40f7-8dc2-81abf50870c4,
21950015,0b63e271-bb7c-43a7-906f-5992c636c1b4,Pressure burst disk on KF41,21030092,Allectra,461-PBD-K40-LP,,1,order,y,01) L4,312f17dc-14da-40f7-8dc2-81abf50870c4,
21950015,0b63e271-bb7c-43a7-906f-5992c636c1b4,Pressure burst disk on KF42,21030087,Allectra,461-PBD-K40-LP,,1,order,y,01) L5,312f17dc-14da-40f7-8dc2-81abf50870c4,
21950015,0b63e271-bb7c-43a7-906f-5992c636c1b4,Pressure burst disk on KF43,21030086,Allectra,461-PBD-K40-LP,,1,order,y,01) L6,312f17dc-14da-40f7-8dc2-81abf50870c4,
21950015,0b63e271-bb7c-43a7-906f-5992c636c1b4,Pressure burst disk on KF44,21030089,Allectra,461-PBD-K40-LP,,1,order,y,01) L7,312f17dc-14da-40f7-8dc2-81abf50870c4,
21950015,0b63e271-bb7c-43a7-906f-5992c636c1b4,Pressure burst disk on KF45,21030088,Allectra,461-PBD-K40-LP,,1,order,y,01) L8,312f17dc-14da-40f7-8dc2-81abf50870c4,
21950015,5320228a-0f27-44b8-9183-eecbb0ea9d6a,Pressure burst disk on KF46,21030091,Allectra,461-PBD-K40-LP,,1,order,y,01) L9,312f17dc-14da-40f7-8dc2-81abf50870c4,
21950015,5320228a-0f27-44b8-9183-eecbb0ea9d6a,Pressure burst disk on KF47,21030092,Allectra,461-PBD-K40-LP,,1,order,y,01) L10,312f17dc-14da-40f7-8dc2-81abf50870c4,
21950020,d1033810-b024-4d59-a715-5b411e16c21d,Water cooled chiller ,21020401,GAMMADATA,,,1,order,,, ,
21950021,fe86c67f-61af-457b-9d84-033537b21110,High-Performance Arbitrary Waveform Generator PCIe board with four output channels,21030005,"PhaseTech Spectroscopy, Inc.",,,1,order,,, ,
21950021,fe86c67f-61af-457b-9d84-033537b21110,RFA Visible Enclosure Custom enclosure for RFA Visible RF amplifier ,21030003,"PhaseTech Spectroscopy, Inc.",,,1,order,,, ,
21950021,fe86c67f-61af-457b-9d84-033537b21110,RFA Visible High power (> 40 W) RF amplifier for driving visible AOMs ,21030007,"PhaseTech Spectroscopy, Inc.",,,1,order,,, ,
21950022,6dd08ece-80f2-42a6-897b-cde6dd57aaf7,4 channel. 200MHz CF Discriminator ,21020105,CAEN GmbH,,,1,order,,, ,tady je spatne cislo objednavky
21950022,6dd08ece-80f2-42a6-897b-cde6dd57aaf7,"HRs,p(45Â°,515nm)>99.9% 1/2""",21030107,Layertec,171403,,1,order,y,01) L1,312f17dc-14da-40f7-8dc2-81abf50870c4,
21950022,6dd08ece-80f2-42a6-897b-cde6dd57aaf7,"HRs,p(45Â°,515nm)>99.9% 1/2""",21030103,Layertec,171403,,1,order,y,01) L2,312f17dc-14da-40f7-8dc2-81abf50870c4,
21950022,6dd08ece-80f2-42a6-897b-cde6dd57aaf7,"HRs,p(45Â°,515nm)>99.9% 1/2""",21030101,Layertec,171403,,1,order,y,01) L3,312f17dc-14da-40f7-8dc2-81abf50870c4,
21950022,6dd08ece-80f2-42a6-897b-cde6dd57aaf7,"HRs,p(45Â°,515nm)>99.9% 1/2""",21030109,Layertec,171403,,1,order,y,01) L4,312f17dc-14da-40f7-8dc2-81abf50870c4,
21950022,067e54f7-5534-4911-8791-509946df6fd4,KUBA Cavity Mirror HR@1030 ROC 1000 mm ,21030110,Layertec,108287,,1,order,y,01) L5,312f17dc-14da-40f7-8dc2-81abf50870c4,
21950022,6dd08ece-80f2-42a6-897b-cde6dd57aaf7,KUBA Cavity Mirror HR@1030 ROC 1000 mm ,21030111,Layertec,108287,,1,order,y,01) L6,312f17dc-14da-40f7-8dc2-81abf50870c4,
21950022,6dd08ece-80f2-42a6-897b-cde6dd57aaf7,KUBA Cavity Mirror HR@1030 ROC 2000 mm ,21030102,Layertec,108285,,1,order,y,01) L7,312f17dc-14da-40f7-8dc2-81abf50870c4,
21950022,6dd08ece-80f2-42a6-897b-cde6dd57aaf7,KUBA Cavity Mirror HR@1030 ROC 2000 mm ,21030098,Layertec,108285,,1,order,y,01) L8,312f17dc-14da-40f7-8dc2-81abf50870c4,
21950022,6dd08ece-80f2-42a6-897b-cde6dd57aaf7,KUBA Cavity Mirror HR@1030 ROC 2000 mm ,21030097,Layertec,108285,,1,order,y,01) L9,312f17dc-14da-40f7-8dc2-81abf50870c4,
21950022,6dd08ece-80f2-42a6-897b-cde6dd57aaf7,KUBA Cavity Mirror HR@1030 ROC 2000 mm ,21030096,Layertec,108285,,1,order,y,01) L10,312f17dc-14da-40f7-8dc2-81abf50870c4,
21950022,6dd08ece-80f2-42a6-897b-cde6dd57aaf7,Universal mini fantray 220 VAC ,21020104,CAEN GmbH,,,1,order,,, ,tady je spatne cislo objednavky
21950023,2a948242-d8db-48c7-844c-a598026c9855,BBO OPA3 (12x12x1.5),21030073,Altechna,,,1,order,,, ,
21950023,2a948242-d8db-48c7-844c-a598026c9855,BBO OPA3 (12x12x1.5),21030072,Altechna,,,1,order,,, ,
21950025,27fdd635-89b5-4e1d-85d6-91eb85f55132,Repolishing and recoating of two LBOs,21070022,Optixs,,,1,order,,, ,
21950026,e29edffb-184a-4551-a645-faec69a93feb,"Lens, diameter=2"", pl/cx, f=800mm, AR 1030nm",21030159,TRUMPF Scientific Lasers,,,1,order,,, ,
21950027,fcbcba9c-7c3d-4992-8463-9372e5d3f3ec,ElektrickÃ½ pohonnÃ½ systÃ©m ,21030202,Fotons s.r.o.,,,1,order,,, ,
21950027,fcbcba9c-7c3d-4992-8463-9372e5d3f3ec,"flange with 3x 10-pin MIL-C feedthroughs, bayonet/bayonet feedthroughs ",21030210,Hermetic sealing srl,SPEC-3 ISO-K63 ,,1,order,,, ,
21950027,fcbcba9c-7c3d-4992-8463-9372e5d3f3ec,"flange with 7x 10-pin MIL-C feedthroughs, bayonet/bayonet feedthroughs ",21030208,Hermetic sealing srl,SPEC-2 ISO-K100 ,,1,order,,, ,
21950027,fcbcba9c-7c3d-4992-8463-9372e5d3f3ec,"MIL-C-26482 double bayonet feedthrough, 19 pin 1kV weldable ",21030204,Hermetic sealing srl,120190 1-DBMCF19-0 ,,1,order,,, ,
21950027,fcbcba9c-7c3d-4992-8463-9372e5d3f3ec,"MIL-C-26482 double bayonet feedthrough, 19 pin 1kV weldable ",21030206,Hermetic sealing srl,120190 1-DBMCF19-0 ,,1,order,,, ,
21950029,3df9cfe4-9c4d-4d8c-8ab0-ba4eb6e25f1d,29036-QA41-0002 ,21030237,Vakuum servis s.r.o.,,,1,order,,, ,
21950030,e41d0acc-98a1-4f73-a713-f680105c2a9b,480-1410 Fresnel Rhomb. VFS; 210-400 nm; lambda/4; 10 mm; 65 mm; 25 mm,21040022,SMC,,,1,order,,, ,
21950032,6e12ba3a-5968-4ba2-9723-49dbc3ea1672,FAI - PA2 Spreader Alternate Concept ,21040033,OerLikon ,,,1,order,,, ,
21950034,8aea48f7-d34f-470a-b55e-fc6d46f26ba1,"Hlavice Renishaw Resolute, typ UHV ST.ST BISS 5NM32BIT 3M, kat.Ä. RL32BFT005B30V ",21040120,Renishaw,,,1,order,,, ,
21950034,8aea48f7-d34f-470a-b55e-fc6d46f26ba1,"Hlavice Renishaw Resolute, typ UHV ST.ST BISS 5NM32BIT 3M, kat.Ä. RL32BFT005B30V ",21040125,Renishaw,,,1,order,,, ,
21950034,8aea48f7-d34f-470a-b55e-fc6d46f26ba1,"Hlavice Renishaw Resolute, typ UHV ST.ST BISS 5NM32BIT 3M, kat.Ä. RL32BFT005B30V ",21040124,Renishaw,,,1,order,,, ,
21950035,568eb862-45aa-4a7d-8a72-29e3e52b5fe6,"Narda 4015C-10, Coaxial Directional Coupler ",21040167,TransTech Electronic s.r.o.,,,1,order,,, ,
21950035,3d485a14-f2bf-40d1-b3a6-d01b4b622535,"Narda 4503A-03, Detector ",21040169,TransTech Electronic s.r.o.,,,1,order,,, ,
21950035,568eb862-45aa-4a7d-8a72-29e3e52b5fe6,"Narda 4792 - Variable Attenuator, 8.0 - 18 GHz, SMA connector ",21040168,TransTech Electronic s.r.o.,,,1,order,,, ,
21950036,d4eec836-0b2d-474a-abca-106e3876dca3,Precision Motorized Actuator LTAHLPPV6 ,21040161,"MIT, spol. s r.o.",,,1,order,,, ,
21950036,d4eec836-0b2d-474a-abca-106e3876dca3,Precision Motorized Actuator LTAHLPPV6 ,21040159,"MIT, spol. s r.o.",,,1,order,,, ,
21950036,d4eec836-0b2d-474a-abca-106e3876dca3,Precision Motorized Actuator LTAHLPPV6 ,21040160,"MIT, spol. s r.o.",,,1,order,,, ,
21950036,d4eec836-0b2d-474a-abca-106e3876dca3,Precision Motorized Actuator LTAHLPPV6 ,21040158,"MIT, spol. s r.o.",,,1,order,,, ,
21950037,b9b2d411-4ba1-4574-aa3c-ff2ee6cf057e,"Low-order waveplate L/2 1030, 20mm, without inlay ",21040246,TRUMPF Scientific Lasers,,,1,order,,, ,
21950037,b9b2d411-4ba1-4574-aa3c-ff2ee6cf057e,"Low-order waveplate L/2 1030, 20mm, without inlay ",21040248,TRUMPF Scientific Lasers,,,1,order,,, ,
21950037,b9b2d411-4ba1-4574-aa3c-ff2ee6cf057e,"Small inlay for low-order waveplate, for 20mm optics ",21040247,TRUMPF Scientific Lasers,,,2,order,,, ,
21950038,4b101da7-b8fb-4fd3-97d1-566835627fb8,L4nM3 Dichroic_spare,20030365,MANX PRECISION OPTICS LTD,,,1,order,,, ,
21950041,156eaf5b-287c-4e42-92f9-c52c93ed5345,Display Control Unit ,21050109,Pfeiffer Vacuum Austria GmbH,,,1,order,,, ,
21950041,156eaf5b-287c-4e42-92f9-c52c93ed5345,"Measurement cable, 20 m",21050108,Pfeiffer Vacuum Austria GmbH,,,1,order,,, ,
21950042,50b237c8-c383-42c0-8a96-d50806ea98c2,coating of OAP6070 per drawing OAP6070 coating specification,21050114,Spectrum thin films corporation ,,,1,order,,, ,
21950042,50b237c8-c383-42c0-8a96-d50806ea98c2,OAP 6070,21030260,Coherent,,2,1,order,,, ,
21950043,18c34ffa-3330-4553-8f3c-e47fef595635,20mm aperture longitudinal field KD*P Pockels cell in 35mm diameter housing,21050113,Leysop,,,1,order,,, ,
21950044,40dde795-11e2-4a05-a1fc-746c05311af1,HG 4U PRO 1200 ,21050141,TECHNOPROCUR CZ,,,1,order,,, ,
21950046,eeb734de-c554-42de-9e47-80e84b4cd1e6,LineÃ¡rnÃ­ vedenÃ­ - nerezovÃ© VRT 2125 M ,21050212,HENNLICH s.r.o.,,,1,order,,, ,
21950046,eeb734de-c554-42de-9e47-80e84b4cd1e6,LineÃ¡rnÃ­ vedenÃ­ - nerezovÃ© VRT 2125 M ,21050213,HENNLICH s.r.o.,,,1,order,,, ,
21950046,eeb734de-c554-42de-9e47-80e84b4cd1e6,LineÃ¡rnÃ­ vedenÃ­ - nerezovÃ© VRT 2125 M ,21050215,HENNLICH s.r.o.,,,1,order,,, ,
21950046,eeb734de-c554-42de-9e47-80e84b4cd1e6,LineÃ¡rnÃ­ vedenÃ­ - nerezovÃ© VRT 3205 M ,21050204,HENNLICH s.r.o.,,,1,order,,, ,
21950046,eeb734de-c554-42de-9e47-80e84b4cd1e6,LineÃ¡rnÃ­ vedenÃ­ - nerezovÃ© VRT 3205 M ,21050210,HENNLICH s.r.o.,,,1,order,,, ,
21950046,eeb734de-c554-42de-9e47-80e84b4cd1e6,LineÃ¡rnÃ­ vedenÃ­ - nerezovÃ© VRT 3205 M ,21050207,HENNLICH s.r.o.,,,1,order,,, ,
21950046,eeb734de-c554-42de-9e47-80e84b4cd1e6,LineÃ¡rnÃ­ vedenÃ­ - nerezovÃ© VRT 3205 M ,21050205,HENNLICH s.r.o.,,,1,order,,, ,
21950046,eeb734de-c554-42de-9e47-80e84b4cd1e6,LineÃ¡rnÃ­ vedenÃ­ do vysokÃ½ch teplot SR 15M1W2UU + 400LP-II G=20/20 ,21050200,HENNLICH s.r.o.,,,1,order,,, ,
21950046,eeb734de-c554-42de-9e47-80e84b4cd1e6,LineÃ¡rnÃ­ vedenÃ­ do vysokÃ½ch teplot SR 15M1W2UU + 400LP-II G=20/20 ,21050211,HENNLICH s.r.o.,,,1,order,,, ,
21950046,eeb734de-c554-42de-9e47-80e84b4cd1e6,LineÃ¡rnÃ­ vedenÃ­ do vysokÃ½ch teplot SR 15M1W2UU + 400LP-II G=20/20 ,21050203,HENNLICH s.r.o.,,,1,order,,, ,
21950046,eeb734de-c554-42de-9e47-80e84b4cd1e6,LineÃ¡rnÃ­ vedenÃ­ do vysokÃ½ch teplot SR 15M1W2UU + 400LP-II G=20/20 ,21050209,HENNLICH s.r.o.,,,1,order,,, ,
21950046,eeb734de-c554-42de-9e47-80e84b4cd1e6,LineÃ¡rnÃ­ vedenÃ­ do vysokÃ½ch teplot SR 15M1W2UU + 460LP-II G=20/20 ,21050208,HENNLICH s.r.o.,,,1,order,,, ,
21950046,eeb734de-c554-42de-9e47-80e84b4cd1e6,LineÃ¡rnÃ­ vedenÃ­ do vysokÃ½ch teplot SR 15M1W2UU + 640LP-II G=20/20  ,21050201,HENNLICH s.r.o.,,,1,order,,, ,
21950048,ae1856c4-a534-4bc1-82f0-81d6a50eabd1," HAYDON-KERK Attuatore serie 43000 size 17, external stack, 1.8 step angle double stack, bipolare",21050310,Vacuum FAB,E43M4Y-12-A08 ,,1,order,y,, ,
21950048,ae1856c4-a534-4bc1-82f0-81d6a50eabd1," HAYDON-KERK Attuatore serie 43000 size 17, external stack, 1.8 step angle double stack, bipolare",21050307,Vacuum FAB,E43M4Y-12-A08 ,,1,order,y,, ,
21950048,ae1856c4-a534-4bc1-82f0-81d6a50eabd1," HAYDON-KERK Attuatore serie 57000 size 23 single stack, 1.8 step angle external linear, 0.0508mm ",21050314,Vacuum FAB,E57H42-12-A10 ,,1,order,y,, ,
21950048,ae1856c4-a534-4bc1-82f0-81d6a50eabd1," HAYDON-KERK Attuatore serie 57000 size 23 single stack, 1.8 step angle external linear, 0.0508mm ",21050311,Vacuum FAB,E57H42-12-A10 ,,1,order,y,, ,
21950048,ae1856c4-a534-4bc1-82f0-81d6a50eabd1,"HAYDON-KERK Attuatore serie 57000 size 23 single stack, 1.8 step angle external linear, 0.0079mm ",21050309,Vacuum FAB,E57H4A-12-A13 ,,1,order,,, ,
21950048,ae1856c4-a534-4bc1-82f0-81d6a50eabd1,"HAYDON-KERK Attuatore serie 57000 size 23 single stack, 1.8 step angle external linear, 0.0079mm ",21050308,Vacuum FAB,E57H4A-12-A12 ,,1,order,,, ,
21950048,ae1856c4-a534-4bc1-82f0-81d6a50eabd1,"HAYDON-KERK Chiocciola AB threaded flange, screw diam. 6.35mm, 1.27mm lead Nut diam. 16mm",21050313,Vacuum FAB,CMPTNR-025-0050-AZ02 ,,1,order,,, ,
21950050,dcdb8d37-f53d-42e3-bf29-0e5ec8af8c05,vacuum compatible limit switch SW3 ,21050386,Irelec Alcen,,,1,order,,, ,
21950050,dcdb8d37-f53d-42e3-bf29-0e5ec8af8c05,vacuum compatible limit switch SW3 ,21050394,Irelec Alcen,,,1,order,,, ,
21950050,dcdb8d37-f53d-42e3-bf29-0e5ec8af8c05,vacuum compatible limit switch SW3 ,21050388,Irelec Alcen,,,1,order,,, ,
21950050,dcdb8d37-f53d-42e3-bf29-0e5ec8af8c05,vacuum compatible limit switch SW3 ,21050397,Irelec Alcen,,,1,order,,, ,
21950050,dcdb8d37-f53d-42e3-bf29-0e5ec8af8c05,vacuum compatible limit switch SW3 ,21050387,Irelec Alcen,,,1,order,,, ,
21950050,dcdb8d37-f53d-42e3-bf29-0e5ec8af8c05,vacuum compatible limit switch SW3 ,21050385,Irelec Alcen,,,1,order,,, ,
21950050,dcdb8d37-f53d-42e3-bf29-0e5ec8af8c05,vacuum compatible limit switch SW3 ,21050396,Irelec Alcen,,,1,order,,, ,
21950050,dcdb8d37-f53d-42e3-bf29-0e5ec8af8c05,vacuum compatible limit switch SW3 ,21050398,Irelec Alcen,,,1,order,,, ,
21950050,dcdb8d37-f53d-42e3-bf29-0e5ec8af8c05,vacuum compatible limit switch SW3 ,21050395,Irelec Alcen,,,1,order,,, ,
21950050,dcdb8d37-f53d-42e3-bf29-0e5ec8af8c05,vacuum compatible limit switch SW3 ,21050384,Irelec Alcen,,,1,order,,, ,
21950050,dcdb8d37-f53d-42e3-bf29-0e5ec8af8c05,vacuum compatible limit switch SW3 ,21050383,Irelec Alcen,,,1,order,,, ,
21950051,267cd20e-dabd-42b2-8599-65365d22b706,2 m Logic interface cab 0397-00-833  ,21070039,"Edwards, s.r.o.",,,1,order,,, ,
21950051,267cd20e-dabd-42b2-8599-65365d22b706,"Edwards nXDS10i 100 - 127 V, 200 - 240 V, 1ph 50/60 Hz A736-01-983 ",21070035,"Edwards, s.r.o.",,,1,order,,, ,
21950051,267cd20e-dabd-42b2-8599-65365d22b706,TIC Relay Box D39711805 ,21070038,"Edwards, s.r.o.",,,1,order,,, ,
21950051,267cd20e-dabd-42b2-8599-65365d22b706,"TIC Turbo & Instrument Controller, 100 W RS232 D39721000 ",21070036,"Edwards, s.r.o.",,,1,order,,, ,
21950051,267cd20e-dabd-42b2-8599-65365d22b706,Vibration isolators (pack of 4) A24801404 ,21070037,"Edwards, s.r.o.",,,1,order,,, ,
21950052,e8b75e30-b842-4836-950a-5768d2a4a63c,"CT 0.5-0.1 -ROHS, Pulse Current Transformer ",21050461,hvp,,,1,order,,, ,
21950052,e8b75e30-b842-4836-950a-5768d2a4a63c,"FDA 300-75, Fast Recovery HV Diode Assambly ",21050462,hvp,,,1,order,,, ,
21950052,e8b75e30-b842-4836-950a-5768d2a4a63c,"FDA 300-75, Fast Recovery HV Diode Assambly ",21050463,hvp,,,1,order,,, ,
